work,fnlwgt,education,marital,occupation,sex,capitalgain,capitalloss,hoursperweek,race,income
Private,290560,edu2,Married,Exec-managerial,Male,0,0,45,White,<=50K
Private,75995,edu2,Single,Exec-managerial,Female,0,0,45,White,<=50K
Self-emp-not-inc,146603,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Local-gov,230767,edu3,Single,Adm-clerical,Male,0,0,38,White,<=50K
Private,286342,edu2,Single,Machine-op-inspct,Female,0,0,38,White,<=50K
Private,117774,edu2,Married,Sales,Male,0,0,40,White,<=50K
Private,277203,edu2,Married,Transport-moving,Male,0,0,38,White,<=50K
Private,67791,edu2,Single,Sales,Male,0,0,40,White,<=50K
Private,174794,edu3,Single,Prof-specialty,Female,0,0,40,White,>50K
Private,172403,edu2,Single,Craft-repair,Male,0,0,30,White,<=50K
Private,151053,edu2,Married,Transport-moving,Male,5178,0,40,White,>50K
Private,126511,edu2,Married,Exec-managerial,Male,0,0,45,White,<=50K
Self-emp-inc,320811,edu2,Married,Exec-managerial,Male,0,0,50,White,>50K
Self-emp-inc,64874,edu3,Single,Sales,Male,0,0,40,White,<=50K
Self-emp-not-inc,137018,edu2,Single,Adm-clerical,Female,0,0,20,White,<=50K
Self-emp-not-inc,111483,edu2,Married,Exec-managerial,Male,0,2174,10,White,>50K
Private,263773,edu2,Married,Adm-clerical,Female,0,0,40,White,>50K
Private,236769,edu3,Single,Prof-specialty,Male,0,0,20,White,<=50K
Self-emp-not-inc,321709,edu3,Single,Prof-specialty,Female,0,0,25,White,<=50K
Private,116207,edu1,Married,Craft-repair,Male,0,0,32,White,<=50K
Private,226388,edu2,Married,Craft-repair,Male,0,0,40,Black,<=50K
Private,162651,edu2,Married,Prof-specialty,Male,0,0,40,White,<=50K
Private,170482,edu3,Single,Tech-support,Female,14344,0,45,White,>50K
Private,309974,edu2,Single,Tech-support,Female,0,0,40,Black,<=50K
Private,236396,edu2,Single,Adm-clerical,Male,0,0,35,White,<=50K
Private,571853,edu2,Single,Other-service,Male,0,0,30,White,<=50K
State-gov,159219,edu3,Married,Exec-managerial,Male,0,0,40,White,>50K
Private,347491,edu3,Married,Exec-managerial,Male,0,0,50,White,>50K
Self-emp-not-inc,355978,edu2,Married,Sales,Male,0,0,60,White,>50K
Local-gov,134181,edu2,Single,Handlers-cleaners,Male,0,0,50,White,<=50K
Private,394191,edu1,Single,Transport-moving,Male,0,0,55,White,<=50K
Private,68991,edu2,Single,Other-service,Male,0,0,40,Black,<=50K
Private,308118,edu3,Single,Exec-managerial,Female,0,0,40,White,>50K
Local-gov,221740,edu3,Married,Prof-specialty,Female,0,0,30,White,>50K
Private,140027,edu1,Single,Other-service,Female,0,0,25,White,<=50K
Private,37210,edu3,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,37937,edu3,Married,Other-service,Male,0,0,45,White,<=50K
Self-emp-inc,314007,edu2,Married,Sales,Male,0,0,78,White,<=50K
Local-gov,227154,edu3,Married,Craft-repair,Male,0,0,40,Asian-Pac-Islander,<=50K
Federal-gov,32950,edu2,Married,Sales,Male,0,1902,37,White,<=50K
Self-emp-not-inc,265097,edu2,Married,Transport-moving,Male,0,0,45,White,>50K
Private,166242,edu1,Single,Other-service,Female,0,0,15,White,<=50K
Private,96062,edu3,Married,Exec-managerial,Male,0,0,40,White,<=50K
Private,325658,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,160951,edu2,Single,Craft-repair,Male,2597,0,40,Black,<=50K
Private,170262,edu2,Married,Exec-managerial,Female,15024,0,38,White,>50K
Private,289669,edu3,Single,Prof-specialty,Female,0,2547,40,White,>50K
Self-emp-inc,185621,edu3,Single,Exec-managerial,Female,0,0,60,White,>50K
Private,135603,edu2,Married,Transport-moving,Male,0,0,40,White,>50K
Local-gov,40690,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-inc,140319,edu2,Married,Adm-clerical,Male,0,0,50,White,<=50K
Private,462255,edu3,Single,Exec-managerial,Female,0,0,40,White,<=50K
Private,106982,edu3,Single,Adm-clerical,Female,0,0,70,White,<=50K
Private,142675,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-inc,117372,edu1,Single,Sales,Male,0,0,15,White,<=50K
Self-emp-inc,193720,edu2,Married,Exec-managerial,Male,0,0,70,White,>50K
State-gov,132551,edu3,Single,Prof-specialty,Female,0,0,35,White,<=50K
Private,332243,edu3,Single,Prof-specialty,Male,0,0,45,White,<=50K
Private,125031,edu2,Married,Sales,Male,0,0,45,White,<=50K
Local-gov,159449,edu2,Married,Protective-serv,Male,0,0,80,White,>50K
Self-emp-inc,49069,edu2,Married,Adm-clerical,Female,0,0,40,White,>50K
Private,149770,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,172906,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,79827,edu2,Married,Exec-managerial,Male,0,0,50,White,<=50K
Private,109594,edu3,Single,Sales,Female,0,0,70,White,>50K
Private,211699,edu3,Married,Exec-managerial,Female,0,1485,40,White,>50K
Private,97743,edu2,Single,Other-service,Male,0,0,37,White,<=50K
Private,74539,edu1,Single,Sales,Male,0,0,20,White,<=50K
Local-gov,65479,edu1,Married,Transport-moving,Male,7688,0,40,White,>50K
Private,170020,edu2,Married,Machine-op-inspct,Male,3137,0,45,White,<=50K
Self-emp-not-inc,54261,edu2,Married,Farming-fishing,Male,0,0,84,White,<=50K
Self-emp-not-inc,121038,edu2,Single,Other-service,Female,0,0,43,Black,<=50K
Self-emp-not-inc,35340,edu2,Married,Craft-repair,Male,0,0,50,White,<=50K
Private,407043,edu2,Married,Adm-clerical,Male,0,0,40,Black,<=50K
Private,287988,edu2,Single,Sales,Male,0,0,20,White,<=50K
Private,322691,edu3,Married,Machine-op-inspct,Male,0,0,40,White,>50K
Private,304260,edu3,Single,Adm-clerical,Male,0,0,40,Asian-Pac-Islander,<=50K
Private,206619,edu2,Single,Other-service,Female,0,0,40,White,<=50K
Private,211494,edu3,Single,Exec-managerial,Male,0,1876,55,White,<=50K
Private,238787,edu3,Married,Sales,Female,0,0,20,White,<=50K
Private,320877,edu2,Married,Machine-op-inspct,Male,0,0,40,Black,>50K
Private,65390,edu1,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,82797,edu3,Married,Exec-managerial,Male,0,0,45,White,>50K
Federal-gov,97654,edu3,Married,Prof-specialty,Male,0,0,40,White,<=50K
Local-gov,186539,edu3,Married,Protective-serv,Male,0,0,40,White,>50K
Private,228613,edu1,Single,Machine-op-inspct,Female,0,0,40,White,<=50K
Local-gov,213451,edu2,Single,Other-service,Female,0,0,10,Black,<=50K
Private,254534,edu2,Married,Sales,Male,0,0,40,White,<=50K
Private,116562,edu2,Single,Other-service,Female,0,0,40,White,<=50K
Private,226629,edu1,Single,Sales,Female,0,0,34,White,<=50K
Self-emp-not-inc,131982,edu2,Married,Other-service,Male,0,0,60,Asian-Pac-Islander,<=50K
Private,124744,edu2,Married,Prof-specialty,Male,0,0,20,White,<=50K
Private,118230,edu3,Single,Exec-managerial,Female,0,0,40,White,<=50K
Private,161691,edu2,Single,Sales,Female,0,0,35,White,<=50K
Private,76344,edu3,Single,Other-service,Female,0,0,50,White,<=50K
Federal-gov,184556,edu3,Married,Exec-managerial,Female,0,0,40,White,<=50K
Private,151476,edu2,Single,Sales,Female,0,0,40,White,<=50K
Private,117606,edu3,Single,Exec-managerial,Female,0,0,60,White,<=50K
Private,348092,edu2,Single,Transport-moving,Male,0,0,40,Black,<=50K
Private,244771,edu2,Single,Machine-op-inspct,Female,0,0,20,Black,<=50K
Private,270324,edu2,Married,Craft-repair,Male,0,0,40,Black,<=50K
Self-emp-inc,325373,edu1,Married,Craft-repair,Male,0,0,48,White,<=50K
Private,251411,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Local-gov,90956,edu2,Married,Protective-serv,Male,0,0,40,White,<=50K
Private,266347,edu2,Single,Craft-repair,Male,0,0,43,White,<=50K
Private,400061,edu2,Married,Machine-op-inspct,Male,0,0,40,Other,>50K
Self-emp-not-inc,167877,edu2,Married,Prof-specialty,Male,0,0,60,White,>50K
Private,195105,edu2,Single,Priv-house-serv,Female,0,0,40,White,<=50K
Private,208725,edu3,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,152436,edu2,Single,Adm-clerical,Female,0,0,50,White,<=50K
Private,83411,edu2,Married,Machine-op-inspct,Male,0,0,37,White,<=50K
Private,251585,edu1,Married,Transport-moving,Male,0,0,55,White,<=50K
Private,108706,edu2,Married,Tech-support,Female,0,0,40,White,>50K
Private,130021,edu2,Married,Transport-moving,Male,0,0,40,White,<=50K
Private,309311,edu2,Married,Farming-fishing,Male,0,0,40,White,<=50K
Self-emp-inc,301007,edu3,Married,Prof-specialty,Male,0,0,60,White,<=50K
Private,185177,edu2,Single,Handlers-cleaners,Male,0,0,22,White,<=50K
Private,125457,edu2,Single,Craft-repair,Male,0,0,45,White,<=50K
Federal-gov,332194,edu1,Single,Adm-clerical,Male,0,0,40,Black,<=50K
Self-emp-not-inc,33386,edu3,Married,Craft-repair,Female,0,0,20,White,<=50K
Private,115815,edu1,Single,Other-service,Male,0,0,20,White,<=50K
Private,180032,edu3,Single,Prof-specialty,Female,0,1669,40,White,<=50K
State-gov,310049,edu3,Married,Prof-specialty,Female,0,0,40,Asian-Pac-Islander,>50K
Self-emp-inc,188260,edu2,Married,Exec-managerial,Male,0,0,16,White,<=50K
Private,101562,edu3,Single,Sales,Female,0,0,50,White,>50K
Private,208358,edu2,Married,Craft-repair,Male,0,0,40,White,>50K
Private,241844,edu2,Single,Handlers-cleaners,Male,0,0,40,Black,<=50K
State-gov,162705,edu2,Single,Other-service,Female,0,0,99,White,>50K
Private,162432,edu2,Single,Other-service,Female,0,0,40,White,<=50K
Self-emp-not-inc,102318,edu3,Single,Exec-managerial,Male,0,0,25,White,<=50K
Self-emp-inc,258648,edu1,Single,Transport-moving,Male,0,0,40,White,<=50K
State-gov,162312,edu2,Single,Other-service,Male,0,0,50,Asian-Pac-Islander,<=50K
Private,275943,edu2,Married,Farming-fishing,Male,0,0,40,White,<=50K
Private,160291,edu2,Single,Adm-clerical,Female,0,0,40,Black,<=50K
Self-emp-inc,345489,edu2,Married,Exec-managerial,Male,0,0,55,White,>50K
Private,160143,edu2,Married,Sales,Male,15024,0,45,White,>50K
Private,184659,edu2,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Self-emp-inc,208452,edu2,Married,Sales,Male,0,0,35,White,>50K
Private,257302,edu3,Married,Tech-support,Female,0,0,38,White,<=50K
Local-gov,164518,edu2,Single,Adm-clerical,Female,0,0,38,White,<=50K
Private,305348,edu1,Single,Craft-repair,Male,0,0,40,Black,<=50K
Private,150441,edu2,Single,Adm-clerical,Female,0,0,50,White,<=50K
Local-gov,333664,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,343925,edu2,Single,Handlers-cleaners,Male,0,0,40,Black,<=50K
State-gov,33551,edu3,Married,Tech-support,Male,0,0,38,White,<=50K
Private,244366,edu3,Single,Prof-specialty,Male,0,0,40,White,<=50K
Private,130304,edu2,Married,Prof-specialty,Male,0,1485,48,White,<=50K
Federal-gov,207107,edu3,Single,Adm-clerical,Male,0,2080,40,Asian-Pac-Islander,<=50K
Private,162424,edu2,Married,Craft-repair,Male,0,0,45,White,<=50K
Self-emp-not-inc,277783,edu3,Single,Farming-fishing,Male,0,0,99,White,<=50K
Private,183264,edu2,Single,Protective-serv,Male,0,0,30,White,<=50K
Private,48779,edu2,Married,Farming-fishing,Male,0,0,35,White,<=50K
Private,95168,edu2,Single,Machine-op-inspct,Female,0,0,40,Black,<=50K
Private,154568,edu2,Married,Tech-support,Male,0,0,40,Asian-Pac-Islander,>50K
Private,213226,edu2,Single,Sales,Male,0,0,50,White,<=50K
Local-gov,333530,edu3,Married,Prof-specialty,Female,0,0,40,White,>50K
Private,121471,edu1,Single,Sales,Female,0,0,40,White,<=50K
Private,38238,edu1,Single,Other-service,Male,0,0,25,White,<=50K
Self-emp-not-inc,334456,edu1,Married,Transport-moving,Male,0,0,40,White,<=50K
State-gov,165289,edu2,Single,Other-service,Female,0,0,40,White,<=50K
Private,199172,edu3,Single,Protective-serv,Female,0,0,40,White,<=50K
Private,97005,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,364491,edu1,Single,Sales,Male,0,0,22,White,<=50K
Private,187891,edu2,Single,Adm-clerical,Male,0,0,40,Black,<=50K
Private,63925,edu1,Single,Machine-op-inspct,Male,0,0,35,White,<=50K
Private,259865,edu2,Single,Adm-clerical,Female,0,0,30,White,<=50K
Self-emp-not-inc,370119,edu3,Married,Sales,Male,15024,0,50,White,>50K
Private,113453,edu3,Married,Prof-specialty,Female,0,0,30,White,<=50K
Private,89154,edu1,Single,Other-service,Male,0,0,40,White,<=50K
Private,182467,edu3,Married,Craft-repair,Female,0,0,44,White,<=50K
Private,108505,edu2,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Federal-gov,414994,edu2,Married,Exec-managerial,Male,0,0,40,White,>50K
Private,182699,edu3,Married,Craft-repair,Male,0,0,40,Black,<=50K
Private,232840,edu2,Single,Adm-clerical,Female,0,0,43,White,<=50K
Private,182509,edu3,Single,Sales,Male,0,0,40,White,<=50K
Private,251694,edu3,Single,Farming-fishing,Male,0,0,50,White,<=50K
Private,176262,edu2,Single,Exec-managerial,Female,0,0,30,White,<=50K
Private,118023,edu2,Single,Farming-fishing,Male,0,0,24,White,<=50K
Private,265314,edu2,Married,Transport-moving,Male,0,0,45,White,>50K
Local-gov,97680,edu3,Married,Prof-specialty,Female,15024,0,10,White,>50K
Federal-gov,43280,edu2,Single,Exec-managerial,Female,0,0,40,Black,<=50K
Private,173968,edu2,Married,Transport-moving,Male,0,0,40,White,<=50K
Private,167265,edu3,Single,Prof-specialty,Male,0,0,43,White,<=50K
Self-emp-not-inc,176315,edu3,Single,Sales,Male,401,0,20,White,<=50K
Private,36069,edu2,Married,Craft-repair,Male,3908,0,46,White,<=50K
State-gov,142282,edu2,Single,Other-service,Female,0,0,16,White,<=50K
Local-gov,32639,edu2,Single,Prof-specialty,Male,0,0,20,White,<=50K
Private,205359,edu1,Married,Adm-clerical,Female,0,0,32,White,<=50K
Private,248990,edu1,Single,Machine-op-inspct,Male,0,0,24,White,<=50K
Self-emp-not-inc,32948,edu3,Married,Farming-fishing,Male,0,0,60,White,<=50K
Private,279763,edu1,Single,Craft-repair,Male,0,0,25,Black,<=50K
Private,190391,edu2,Married,Exec-managerial,Male,0,0,40,White,<=50K
Private,306513,edu2,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
State-gov,477505,edu3,Single,Adm-clerical,Male,0,0,40,White,<=50K
Private,300099,edu2,Single,Other-service,Female,0,0,40,White,<=50K
Self-emp-not-inc,182470,edu3,Married,Prof-specialty,Male,0,0,25,White,>50K
Self-emp-not-inc,37778,edu3,Married,Farming-fishing,Male,0,0,70,White,<=50K
Private,220109,edu3,Married,Exec-managerial,Male,0,0,55,White,>50K
Private,116508,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-not-inc,119056,edu2,Single,Sales,Male,0,0,24,White,>50K
Private,202498,edu1,Married,Other-service,Male,0,0,40,White,<=50K
State-gov,163069,edu2,Single,Adm-clerical,Female,0,0,40,Black,<=50K
Private,23438,edu3,Single,Adm-clerical,Male,0,0,30,White,>50K
Self-emp-not-inc,204116,edu3,Married,Prof-specialty,Female,2174,0,40,White,<=50K
Federal-gov,424012,edu2,Single,Exec-managerial,Female,0,0,40,White,<=50K
Private,299813,edu1,Single,Machine-op-inspct,Female,0,0,37,White,<=50K
Private,177787,edu3,Single,Sales,Female,0,0,30,White,<=50K
Private,50053,edu3,Married,Exec-managerial,Male,0,0,55,White,<=50K
Private,245090,edu2,Married,Craft-repair,Male,3137,0,50,White,<=50K
Private,356286,edu2,Single,Other-service,Male,0,0,40,Black,<=50K
Private,193459,edu3,Married,Craft-repair,Male,3411,0,40,White,<=50K
Self-emp-not-inc,260454,edu2,Married,Craft-repair,Male,0,0,30,White,<=50K
Self-emp-not-inc,159876,edu2,Married,Craft-repair,Male,3103,0,72,Black,<=50K
Private,123226,edu3,Single,Prof-specialty,Male,0,0,40,White,<=50K
Private,187715,edu2,Married,Craft-repair,Male,0,0,46,White,<=50K
State-gov,123592,edu2,Single,Adm-clerical,Female,3887,0,35,Black,<=50K
Private,194096,edu3,Single,Other-service,Female,0,0,20,White,<=50K
Private,99096,edu2,Single,Adm-clerical,Female,0,1590,38,White,<=50K
Private,197189,edu3,Married,Sales,Male,0,0,60,White,<=50K
State-gov,361497,edu3,Married,Protective-serv,Male,0,0,72,White,>50K
Private,509364,edu1,Single,Machine-op-inspct,Male,0,0,45,White,<=50K
Private,204908,edu1,Married,Protective-serv,Male,0,0,36,White,<=50K
Private,33945,edu2,Single,Craft-repair,Male,6849,0,55,White,<=50K
Private,24529,edu2,Single,Adm-clerical,Male,0,0,15,White,<=50K
Private,148995,edu2,Married,Craft-repair,Male,0,0,40,White,>50K
Private,96279,edu2,Single,Machine-op-inspct,Female,0,0,40,White,<=50K
Private,255279,edu2,Single,Adm-clerical,Female,0,0,20,White,<=50K
Private,216086,edu1,Single,Other-service,Female,0,0,30,White,<=50K
Private,147206,edu2,Married,Craft-repair,Male,7688,0,45,White,>50K
Self-emp-not-inc,122584,edu1,Married,Sales,Male,0,0,40,White,<=50K
Self-emp-not-inc,48384,edu3,Single,Sales,Male,0,0,60,White,<=50K
Self-emp-not-inc,218676,edu3,Married,Exec-managerial,Male,0,0,45,White,<=50K
Self-emp-not-inc,104090,edu3,Married,Exec-managerial,Male,0,0,40,White,<=50K
Private,104662,edu2,Single,Other-service,Female,0,0,22,White,<=50K
Private,293510,edu1,Single,Handlers-cleaners,Male,0,0,20,White,<=50K
Self-emp-not-inc,177639,edu3,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,405177,edu1,Single,Sales,Female,0,0,40,White,<=50K
Private,278130,edu3,Single,Adm-clerical,Male,0,0,40,White,<=50K
Private,234880,edu2,Single,Sales,Female,0,0,30,White,<=50K
Private,105479,edu3,Married,Sales,Male,0,0,50,White,>50K
Private,35595,edu3,Single,Adm-clerical,Male,0,0,40,White,<=50K
Private,186106,edu1,Single,Other-service,Female,0,0,40,White,<=50K
Private,132601,edu2,Single,Other-service,Male,0,0,40,White,<=50K
Private,63184,edu2,Single,Farming-fishing,Male,0,0,40,White,<=50K
Private,370990,edu2,Single,Sales,Male,0,0,40,White,<=50K
Self-emp-not-inc,107846,edu2,Single,Protective-serv,Male,0,0,30,White,<=50K
Private,127796,edu1,Single,Farming-fishing,Male,0,0,35,White,<=50K
Private,238383,edu1,Single,Farming-fishing,Male,0,0,40,White,<=50K
Private,149908,edu3,Single,Prof-specialty,Female,25236,0,44,White,>50K
Private,60409,edu2,Single,Exec-managerial,Female,0,0,40,White,<=50K
Private,254746,edu3,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,193720,edu2,Married,Craft-repair,Male,0,0,42,White,<=50K
Private,168195,edu2,Married,Sales,Male,0,0,55,White,<=50K
Private,240951,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,241582,edu2,Single,Sales,Male,0,0,33,White,<=50K
Private,33725,edu3,Single,Prof-specialty,Male,0,0,20,White,<=50K
Private,21856,edu2,Single,Craft-repair,Male,0,0,40,Black,<=50K
State-gov,68658,edu2,Married,Exec-managerial,Male,0,0,40,White,>50K
Local-gov,95462,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,107164,edu3,Married,Exec-managerial,Male,0,0,50,White,>50K
Self-emp-inc,423217,edu3,Single,Exec-managerial,Male,0,0,50,White,<=50K
Private,198210,edu2,Single,Tech-support,Female,0,0,40,Black,<=50K
Private,242769,edu2,Married,Machine-op-inspct,Male,3471,0,40,White,<=50K
Private,253752,edu1,Married,Farming-fishing,Female,0,0,40,White,<=50K
Private,207568,edu3,Married,Exec-managerial,Male,5178,0,40,White,>50K
Self-emp-not-inc,47086,edu3,Single,Sales,Female,0,0,40,White,<=50K
Local-gov,211385,edu1,Single,Other-service,Male,0,0,25,Black,<=50K
Private,301408,edu2,Single,Sales,Female,0,1602,22,White,<=50K
Self-emp-not-inc,53777,edu3,Single,Prof-specialty,Male,0,0,50,White,<=50K
Private,182771,edu3,Married,Prof-specialty,Male,0,0,40,Asian-Pac-Islander,>50K
Local-gov,294547,edu2,Single,Protective-serv,Male,0,0,48,White,<=50K
Private,216361,edu2,Married,Protective-serv,Male,0,0,16,Black,<=50K
Private,360689,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,288598,edu2,Married,Craft-repair,Male,0,0,35,White,<=50K
Local-gov,124680,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,212617,edu3,Single,Other-service,Male,0,0,66,White,<=50K
Private,182541,edu1,Married,Handlers-cleaners,Male,0,1485,40,White,>50K
Private,123291,edu1,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,167919,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,410034,edu2,Married,Craft-repair,Male,0,0,56,White,<=50K
Local-gov,197042,edu2,Married,Exec-managerial,Female,0,0,50,White,<=50K
Private,235218,edu3,Single,Exec-managerial,Female,0,0,40,White,<=50K
Local-gov,178109,edu2,Married,Protective-serv,Male,0,0,43,White,<=50K
Private,376483,edu2,Single,Adm-clerical,Female,0,0,40,Black,<=50K
Private,299725,edu2,Single,Handlers-cleaners,Female,0,0,37,White,<=50K
Private,176285,edu2,Single,Other-service,Female,0,0,23,White,<=50K
Private,66006,edu1,Single,Transport-moving,Male,0,0,40,Black,<=50K
